catid,codec,description
8,35ZK,S/C 0.3PT-0.5PT J-K/I2-I3 US$180/CT
8,35ZL,"F/C 0.3PT,0.5-2PT US$385/CT IJ/I2--I3"
8,35ZM,S/C 1-1.5PT H-I/I3 US$130/CT
8,35ZQ,R/C 0.5PT-1PT US$60/CT
8,35ZS,R/C TO S/C 0.5-1.5PT US$50/C(YELLOW BROWN DARK GRAY)
8,35ZW,R/C 0.5-1.5PT US$35/CT PM
8,35ZX,碎鑽粉 US$10/CT
8,36A0,A級/海藍寶色(SIGNITY)AQUAMARINE
8,36A3,A級/#104 CHINA (手切)
8,36A4,A級/#106 CHINA  (手切)
8,36A5,A級/#104 進口 (手切)
8,36A6,A級/#106 進口  (手切)
8,36AC,A級/#106尖晶石(水藍色)-FC
8,36AD,A級/LUXGEM #108尖晶
8,36AF,A級/#104-I(B1-B3)
8,36AG,A級/#106-FC(B2-B4)
8,36AH,A級/#104-C(B1-B5) 3A
8,36AJ,A級/#106-CL尖晶石 3A
8,36B0,B級/#104-C SPI
8,36B1,B級/#106-C SPI
8,36B2,B級/#104-I SPI
8,36B3,B級/#106-H SPI
8,36B4,B級/#106-CL SPI
8,36B5,B級/#106-FC SPI
8,36B7,B級/#104-I(B1-B3)
8,36B8,B級/#106-FC(B2-B4)
8,36B9,B級/#104-C SYN SPINEL(B1-B3)
8,36BA,B級/104#尖晶 CL進口料
8,36BB,B級/104#尖晶 FCE進口料
8,36BC,B級/104#尖晶 MON進口料
8,36BD,B級/106#尖晶-H(B1-B4)
8,36BE,B級/106#尖晶-C(B1-B4)
8,37A0,A級/#2深色香檳CZ(SIGNITY)
8,37A1,A級/#2中色香檳CZ(韓國石)
8,37A2,A級/#1深色香檳CZ(手切)
8,37A3,A級/#2深色香檳CZ(手切)
8,37A4,A級/#3淺色香檳CZ(手切)
8,37A5,A級/#4淺色香檳CZ(手切)
8,37A6,A級/淺色香檳CZ DNQ
8,37A7,A級/香檳CZ(SIGNITY)
8,37AB,A級/SIGNITY AMBER TCF CZ
8,37AD,A級/SIGNITY CHAMPAGNE CZ(HSN)
8,37AE,A級/#2DIAMONDLITE CHAMPAGNE CZ
8,37AJ,A級/SIGNITY CHAMPAGNE CZ (鐳射字印)
8,37AK,A級/CHAMPAGNE #2(B3-B5)MACHINE CUT
8,37AL,A級/香檳CZ(B2-B4) 3A
8,37B0,B級/#1深色香檳CZ
8,37B1,B級/#2深色香檳CZ
8,37B2,B級/#3淺色香檳CZ
8,37B3,B級/#4淺色香檳CZ
8,37B4,#1深色香檳CZ(3A)
8,37B5,#2中深香檳CZ(3A)
8,37B6,#3中淺香檳CZ(3A)
8,37B7,3A#4香檳CZ(B5-B7)
8,37B8,B級/香檳CZ(B2-B4)
8,37B9,B級/香檳CZ(B2-B6)
8,38A0,A級/綠石英
8,38B0,B級/綠石英
8,39A1,A級/4#黃色
8,39A2,A級/#5B Redish Blue Opal
8,39A8,A級/綠色
8,39A9,A級/13A  藍綠色
8,39AE,A級/三層蛋白石
8,39AF,A級/#8粉紅色(PINK)
8,39AG,A級/#17B REDISH WHITE OPAL
8,39AH,A級/#4 REDISH YELLOW OPAL
8,39AJ,A級/#17C CRYSTAL WHITE OPAL
8,39AK,A級/#6淺藍(LIGHT BLUE)
8,39AL,A級/#7深粉色(PINK RED)
8,39AN,A級/#9深紫羅藍色(DEEP VIOLET)
8,39AP,A級/#10粉紫羅藍色(PINK VIOLET)
8,39AQ,A級/#11綠色(GREEN)
8,39AT,A級/#14黑藍色(AUSTRALIAN BLACK)
8,39AU,A級/#15棕紅色(MEXICAN OPAL)
8,39AW,A級/雙層OPAL MOSAIC(DOUBLETS)
8,39AX,A級/土耳其色BLUE TURQUOISE T-1
8,39AY,A級/粉紅歐泊FLUORES CENT LIGHT PNK F-H1
8,39CA,A級/#17AB RED GREEN WHITE
8,39CB,A級/SYNTHETIC FRUIT COLOR OPAL #50
8,39CC,A級/SYNTHETIC FRUIT COLOR OPAL #51
8,39CP,A級/#5A BLUE OPAL
8,39CH,A級/SYNTHETIC OPAL F-N1 FLUORESCENT LIGHT BLUE
8,39CJ,A級/SYN OPAL T-2 GREEN TURQUOISE
8,39CK,A級/SYN OPAL DEEP CORAL #27A
8,39CQ,A級/#L-1 DARK LAPIS 人造歐泊
8,39CR,A級/#L-2 LIGHT LAPIS 人造歐泊
8,39CS,A級/#17A GREENISH WHITE OPAL
8,39CT,A級/OP73 TIFFANY BLUE
8,39CU,A級/#V1 人造變色藍歐泊
8,40A0,A級/橄欖CZ(韓國石)
8,40A3,A級/蘋果綠(DNQ)
8,40A4,A級/墨綠色CZ(手切)
8,40A5,A級/#1橄欖CZ(B1-B3)
8,40A6,A級/#2橄欖CZ(B3-B5)
8,40A7,A級/橄欖CZ(B1-B5)
8,40AC,A級/3A 橄欖CZ
8,40AD,A級/#2墨綠色(B3-B6)
8,40AE,A級/橄欖CZ(B2-B4)
8,40AF,A級/PRECIOSA LIGHT PERIDOT CZ
8,40AG,A級/PRECIOSA PERIDOT CZ
8,40AH,A級/蘋果綠CZ(深色)
8,40AJ,A級/1#墨綠CZ(B1-B4) 3A
8,40AK,A級/墨綠色CZ(B2-B5)
8,40AL,A級/#2墨綠色(B3-B6) 3A
8,40AM,A級/橄欖CZ(B1-B4)
8,40AN,A級/#2橄欖色CZ(B3-B5) 3A
8,40AP,A級/PERIDOT YELLOW CZ
8,40AQ,3A OLIVE CZ(B1-B3)
8,40AR,A級/PRECIOSA OLIVE CUBIC ZIRCONIA
8,40B0,B級/墨綠色CZ
8,40B1,B級/#1橄欖CZ(B1-B3)
8,40B2,B級/#2橄欖CZ(B3-B5)
8,40B3,B級/橄欖CZ(B1-B5)
8,40B6,B級/墨綠CZ(B2-B4中等深度)
8,40B7,B級/橄欖CZ(B2-B4)
8,40B8,B級/蘋果綠CZ(深色)
8,40B9,B級/#1墨綠CZ(B1-B4)
8,40BA,B級/#2墨綠CZ(B3-B6)
8,40BB,B級/墨綠色CZ(B2-B5)
8,40BC,B級/橄欖CZ(B1-B4)
8,40BD,B級/PERIDOT YELLOW CZ
8,41A0,A級/#1石榴色CZ(B1-B4)
8,44A1,A級/海藍寶2A色
8,41A2,A級/3A#1石榴色CZ(B1-B4)
8,41A3,A級/3A#2石榴色CZ(B3-B6)
8,41A5,A級/石榴色CZ(B2-B4)
8,41A6,A級/石榴色CZ(B2-B5)
8,41A7,A級/石榴色CZ B1-B3)
8,41B0,B級/#1石榴色CZ(B1-B4)
8,41B1,B級/#2石榴色CZ(B3-B6)
8,41B3,B級/石榴色CZ(B2-B4)
8,41B4,B級/石榴色CZ(B2-B5)
8,41B5,B級/石榴色CZ(B1-B3)
8,42A1,A級/海藍寶石色CZ(手切)
8,42A2,A級/LUXGEM AQUA CZ
8,42A3,A級/AQUA CZ(#1-#3)
8,42A4,A級/3A  AQUA CZ(#1-#3)
8,42B1,B級/海藍寶石色CZ(手切)
8,42B2,B級/AQUA CZ(#1-#3)
8,44A0,A級/淺色海藍寶1A色
8,44A2,A級/海藍寶(董先生訂單)
8,44A3,A級/深色海藍寶 3A色
8,44A4,A級/MILKY AQUA(藍綠色到藍色)
8,44A5,A級/海藍寶(A+色)
8,44A6,A級/海藍寶
8,44A7,A級/AQUAMARINE(A+ - 2A)
8,44A8,A級/海藍寶2A-3A色
8,44B0,B級/淺色海藍寶1A色
8,44B1,B級/海藍寶2A色
8,44B3,C級/MILKY AQUA(藍綠色到藍色)
8,44B5,B級/MILKY AQUA(藍綠色到藍色) 顏色(#2-#3)
8,44B6,C級/MILKY AQUA(顏色#1-#2)
8,44B7,B級/海藍寶(A+色)
8,44B8,MILKY AQUA(A-H色)(火星)
8,44B9,B級/深色海藍寶 3A色
8,44BA,B級/海藍寶
8,44BB,B級/MILKY AQUAMARINE(藍綠色到藍色)
8,44C0,MILKY 海藍寶(PM)
8,44PM,PM級/海藍寶
8,451A,A級 白色淡水珠
8,451B,B級 白色淡水珠
8,452A,2A 白色淡水珠
8,453A,3A 白色淡水珠
8,45A1,A級/黑色
8,45A5,A級/粉紅色淡水養珠(NATURAL PINK PEARL)
8,45A6,A級/紫色淡水養珠
8,45BC,B級/藍色淡水養珠
8,45BD,B級/白色廣州珠
8,45BE,B級/GREEN FRESH WATER PEARL
8,45BJ,B級/棕色淡水養珠
8,45BK,B級/金黃色淡水養珠
8,45BM,B級/香檳色
8,45BQ,B級/白色淡水珠(OGO)
8,45BR,B級/白色(元鈞專用)
8,45BS,B級/天然淺粉紅色淡水養珠(有螺紋)
8,45BT,B級/天然白色淡水養珠(有螺紋)
8,45BU,B級/天然粉紅珍珠#2-#4
8,45BV,B級/孔雀色淡水珠
8,45C0,C級/C0 PROMOTIONAL PEARL
8,45PM,促銷產品用石
8,46A0,A級/白黃玉
8,46A3,A級/4A WHITE TOPAZ
8,46B0,B級/白黃玉
8,46PM,促銷產品用石
8,47A1,A級/#21金黃色剛玉(B1-B5)
8,47A3,A級/#25啤酒色剛玉(深色)(B1-B4)
8,47A4,A級/#50桔紅剛玉
8,47AD,A級/LUXGEM 55PAD
8,47AE,A級/#21剛玉B3-B5
8,47AF,A級/#55剛玉B1-B3
8,47AG,A級/#21剛玉B2-B4
8,47AH,A級/#25剛玉B2-B4
8,47AJ,A級/#50剛玉B1-B4
8,47AK,A級/#20檸檬黃剛玉(B2-B4)
8,47AL,A級/#55桔紅剛玉(B2-B4)
8,47AM,A級/#21金黃色剛玉(B1-B3)
8,47AN,A級/#22金黃色剛玉(B1-B3)
8,47AP,A級/#21剛玉B1-B4
8,47AQ,A級/#50桔紅剛玉(B1-B5)
8,47AR,A級/#21金黃色剛玉(B4-B5)
8,47AS,A級/#55桔紅剛玉(B3-B6)
8,47AT,A級/#55桔紅剛玉(B2-B5)
8,47B0,B級/#20檸檬黃剛玉
8,47B1,B級/#21金黃色剛玉(B1-B5)
8,47B2,B級/#22桔紅色剛玉
8,47B3,B級/#25啤酒色剛玉(深色)(B1-B4)
8,47B4,B級/#50桔紅剛玉
8,47B5,B級/#55深桔紅剛玉
8,47B6,B級/#25啤酒色剛玉(淺色)
8,47B7,B級/F70桃紅剛玉1#
8,47B8,B級/F70桃紅剛玉2#
8,47BB,B級/#25剛玉(B1-B3)
8,47BC,B級/#50剛玉(B1-B3)
8,47BH,B級/#55剛玉(B1-B3)
8,47BJ,B級/#55剛玉(B2-B4)
8,47BK,B級/#55剛玉(B3-B5)
8,47BL,B級/#55剛玉(B1-B4)
8,47BM,B級/#55剛玉(B1-B5)
8,47BZ,B-級/#21金黃色剛玉(B1-B5)
8,47C0,B-級/#25啤酒色剛玉(深色)(B1-B4)
8,47C1,B-級/#50剛玉(B1-B5)
8,47C3,B級/#20檸檬黃剛玉(B2-B4)
8,47C4,B級/#21剛玉(B3-B5)
8,47C6,B級/#21金黃色剛玉(B4-B5)
8,47C7,B級/#55桔紅剛玉(B3-B6)
8,47C8,B級/#55桔紅剛玉(B2-B5)
8,47C9,B級/50#剛玉(B2-B5)
8,48A3,A級/#106 FCE 進口料(手切)
8,48A6,A級/#120 (手切)
8,48A7,A級/#122 (手切)
8,48A8,A級/#110
8,48A9,A級/#106國產料
8,48AF,A級/#111(B1-B4)
8,48AG,A級/#110(B2-B4)
8,48AH,A級/#113(B1-B3)
8,48AJ,A級/#119(B1-B3)
8,48AK,A級/#110(B1-B3)
8,48AL,A級/#111 SYN SPI(B3-B5) 3A
8,48AM,A級/3A #113尖晶石
8,48AN,A級/PRECIOSA AQUAMARINE SYNTHETIC SPINEL #111 BIS
8,48AP,A級/PRECIOSA  SYN SPINEL DARK BLUE
8,48AQ,A級/PRECIOSA  SYN SPINEL MEDIUM BLUE
8,48B0,B級/#106 FCE 進口料
8,48B1,B級/#113
8,48B2,B級/#119
8,48B3,B級/#120
8,48B4,B級/#122
8,48B5,B級/#110
8,48B6,B級/#106國產料
8,48B7,B級/#111 SPI(手切)
8,48B8,B級/#111(B1-B4)
8,48B9,B級/#110(B2-B4)
8,48BA,B級/#113(B1-B3)
8,48BB,B級/#119(B1-B3)
8,48BC,B級/#110(B1-B3)
8,48BD,B級/#120國產料(B1-B4)
8,48BE,B級/108#尖晶 BIS
8,48BF,B級/109#尖晶 進口料
8,48C1,C級/#113(B1-B3)
8,49A2,A級/#46進口料 (手切)
8,49A3,A級/#48國產料(B1-B4)
8,49A4,A級/#46 SYN ALEXCORUNDUM
8,49A6,A級/#48紫變剛玉(B1-B3)
8,49A7,A級/#48紫紅剛玉(B1-B2)
8,49A8,A級/#46剛玉(B1-B4)
8,49A9,A級/#46變色剛玉(B3-B5)
8,49AA,A級/3A #48變色剛玉
8,49AB,A級/#48紫紅剛玉(B2-B4)
8,49B0,B級/#46進口料
8,49B1,B級/#48國產料(B1-B4)
8,49B2,B級/#46-1國產料
8,49B3,B級/#46剛玉B1色
8,49B5,B級/#46剛玉(B1-B3)
8,49B6,B級/#48剛玉B1色
8,49B7,B級/#48剛玉(B1-B2)
8,49B8,B級/#48剛玉B1-B4色
8,49B9,B級/#48剛玉(B1-B3)
8,49BA,B-級/#48剛玉(B1-B4)
8,49BB,B級/#48紫紅剛玉(B1-B2)
8,49BC,B級/#46剛玉(B1-B4)
8,49BD,B級/#46變色剛玉(B3-B5)
8,50A2,A級/#61-3 (進口料)
8,50A3,A級/#61-1(進口料)(B3-B5)
8,50A4,A級/#61-3紫色帶粉紅色(B1-B4)
8,50B0,B級/#61-1 (進口料)
8,50B2,B級/#61-3 (進口料)
8,50B4,B級/#61-1剛玉B2-B4色
8,50B9,B級/#61-1剛玉(B3-B5)
8,50BA,B級/#61-3紫色帶粉紅色(B1-B4)
8,50BB,B級/#61-3紫變剛玉(B1-B3)
8,50BC,B級/#61-3紫變剛玉(B4-B6)
8,50BD,B級/#61-3變色剛玉(B1-B5)
8,51A1,A級/#131 進口料
8,51A2,A級/#135 進口料
8,51A3,A級/#137 進口料
8,51A4,A級/#149 國產料
8,51AA,A級/SYN SPINEL#152
8,51B1,B級/#131 進口料
8,51B2,B級/#135 進口料
8,51B3,B級/#137 進口料
8,51B4,B級/#149 國產料
8,51B6,B級/#135 進口料(B1-B3)
8,51B7,B級/#135 進口料(B4-B6)
8,51B8,B級/SYN SPINEL#152
8,51B9,B級/#131 進口料(B1-B2)
8,51BA,B級/#135 進口料(B1-B4)
8,51BB,B級/#122尖晶 進口料
8,51BC,B級/#136尖晶 進口料
8,52A0,A級/國產料1.25#(B1-B5)
8,52A1,A級/#2 國產料
8,52A2,A級/#3 國產料
8,52A4,A級/LUXGEM SYN RUBY #1A
8,52A6,A級/LUXGEM SYN RUBY #2
8,52A7,A級/LUXGEM SYN RUBY #1A
8,52A8,A級/LUXGEM SYN RUBY #1
8,52A9,A級/#2粉紅剛玉(B1-B3)
8,52AA,A級/#2粉紅剛玉(B3-B5)
8,52AB,A級/#2粉紅剛玉(B1-B4)
8,52AC,A級/#3粉紅剛玉(B1-B4)
8,52AD,A級/DIAMONDLITE SYN RUBY #1A
8,52AE,A級/DIAMONDLITE #2A粉紅剛
8,52AF,3A #3國產料(B1-B5)
8,52AG,A級/#2國產料(B2-B5)
8,52AH,A級/#3粉紅剛玉(B2-B4)
8,52AJ,A級/#3粉紅剛玉(B1-B3)
8,52AK,A級/#2粉紅剛玉(B2-B4)
8,52AL,A級/#1.25粉紅剛(B3-B5)
8,52AM,A級/#1.25粉紅剛(B2-B4)
8,52AN,A級/#3粉紅剛玉(B3-B5)
8,52AP,A級/#1.25粉紅剛(B2-B5)
8,52AQ,A級/#1.25粉紅剛(B1-B3)
8,52AR,A級/#3粉紅剛玉(B2-B5)
8,52AS,3A #3粉紅剛(B2-B5)
8,52AT,3A #1.25粉紅剛(B3-B5)
8,52AU,3A #3粉紅剛(B1-B3)
8,52B0,B級/國產料1.25#(B1-B5)
8,52B1,B級/#2 國產料
8,52B2,B級/#3 國產料
8,52B3,B級/#1粉紅剛玉(國產料)
8,52B4,B級/#1粉紅剛玉(進口料)
8,52B5,B級/#1.25粉紅剛(B3-B5)
8,52B6,B級/#1.25 粉紅剛(B1-B3)
8,52B7,B-級/#3國產料(B1-B5)
8,52B8,B-級/#2國產料(B1-B5)
8,52B9,B級/#3粉紅剛玉(B1-B3)
8,52BA,B級/#3粉紅剛玉(B2-B4)
8,52BB,B級/#2粉紅剛玉(B2-B4)
8,52BC,B級/#3粉紅剛玉(B1-B4)
8,52BD,B級/#2粉紅剛玉(B2-B5)
8,52BE,B級/SYN PINK COR#2(B3-B5)
8,52BF,B級/#2粉紅剛玉(B1-B4)
8,52BG,B級/#1.25粉紅剛(B2-B4)
8,52BH,B級/#3粉紅剛玉(B3-B5)
8,52BJ,B級/#1.25粉紅剛(B2-B5)
8,52BK,B級/#3粉紅剛玉(B2-B5)
8,52BL,B級/#1.25粉紅剛(B1-B4)
8,52BM,B級/#2粉紅剛玉(B1-B3)
8,52BN,B級/#1粉紅剛(B1-B2)
8,53A5,A級/OV21黃玻
8,53A6,A級/OY1
8,53B0,B級/K-66
8,53B2,B級/K-68
8,53B4,B級/K118香檳黃玻
8,53B5,B級/OV21黃玻
8,53B6,B級/OY1
8,53B7,桔黃色微砂
8,53B8,OA47
8,53B9,OY2
8,54AD,A級/K-19
8,54AH,A級/K-100
8,54AJ,A級/OV35紫玻
8,54AK,A級/OV12紫玻
8,54AL,OV 34
8,54B0,B級/K-1
8,54B2,B級/K-4
8,54B4,B級/K-6
8,54B9,B級/K-13
8,54BB,B級/K-17
8,54BD,B級/K-19
8,54BE,B級/K-20
8,54BH,B級/K-100
8,54BJ,B級/顏色參考SWAROVSKI LIGHT AMETHYST #212
8,54BK,B級/OV35紫玻
8,54BL,B級/OV12紫玻
8,54BM,B級/OV29
8,54BN,手繪玻璃HAND WORKED GLASS(PK./Purp)
8,54BP,B級/OK47玻璃
8,54BQ,B級/OV8
8,54BR,OV25
8,54BS,紫紅色微砂
8,54BT,OA39
8,55A4,A級/K-108
8,55A8,3A GLASS K113   TYCOON CUT
8,55A9,OV 26
8,55B1,B級/K-15
8,55B2,B級/K-85
8,55B3,B級/K-103
8,55B4,B級/K-108
8,55B5,B級/K111
8,55B6,B級/K113
8,55B9,B級/K-108A
8,56A4,3A GLASS K63   TYCOON CUT
8,56A5,A級/OG46
8,56A6,OG40
8,56B0,B級/K-62
8,56B1,B級/K-63
8,56B2,B級/K114
8,56B3,B級/K115
8,56B5,B級/OG46
8,56B6,B級/OG9
8,56B7,OG42
8,57A1,A級/K-76
8,57A5,A級/K122
8,57A6,3A K-75
8,57A7,3A K-122
8,57A8,A級/OR5紅玻
8,57B0,B級/K-75
8,57B1,B級/K-76
8,57B2,B級/K-78
8,57B3,B級/K-107
8,57B5,B級/K122
8,57B6,B級/B20 櫻桃紅玻
8,57B7,B級/顏色參考SWAROVSKI ROSE #209
8,57B8,B級/OR5紅玻
8,57B9,B級/櫻桃玻璃
8,57BA,B級/OC1石榴紅玻
8,58A3,A級/K-31
8,58AN,A級/K-72
8,58AQ,A級/K-86
8,58AY,A級/K-102
8,58B1,B級/K-27
8,58B3,B級/K-31
8,58B4,B級/K-32
8,58B6,B級/K-35
8,58B9,B級/K-39
8,58BA,B級/K-41
8,58BC,B級/K-43
8,58BD,B級/K-44
8,58BF,B級/K-49
8,58BG,B級/K-50
8,58BH,B級/K-52
8,58BK,B級/K-54
8,58BN,B級/K-72
8,58BP,B級/K-74(OB7)
8,58BQ,B級/K-86
8,58BW,B級/K-92
8,58BX,B級/K-93
8,58CL,OB 4
8,58BY,B級/K-102
8,58BZ,B級/K-40
8,58CB,A級/K-123
8,58CC,3A K-27
8,58CD,A級/OB5藍玻
8,58CE,A級/0B48藍玻
8,58CF,A級/墨藍玻璃(顏色參考SWAROVSKI DENIM BLUE #266)
8,58CG,A級/OB42 水藍玻
8,58CH,A級/OB24
8,58CJ,A級/0B49藍玻
8,58CK,A級/OB13藍玻
8,58CM,OB 15
8,58CN,OB 34
8,58DA,B級/K-109(C19水藍玻)
8,58DB,B級/K123
8,58DC,B級/B08
8,58DD,B級/顏色參考SWAROVSKI BLUE ZIRCON #229
8,58DE,B級/顏色參考SWAROVSKI DARK INDIGO #288
8,58DF,B級/OB34
8,58DG,B級/0B24
8,58DH,B級/OB5藍玻
8,58DJ,B級/OB42 水藍玻
8,58DK,B級/0B48藍玻
8,58DL,B級/墨藍玻璃(顏色參考SWAROVSKI DENIM BLUE #266)
8,58DM,B級/0B49藍玻
8,58DP,手繪玻璃HAND WORKED GLASS(PK./AQUA)
8,58DQ,B級/OB39藍玻
8,58DR,B級/OW12
8,58DS,B級/OB31玻璃
8,58DT,B級/0B10玻璃
8,58DU,B級/0B38玻璃
8,58DV,B級/0A25玻璃
8,58DX,B級/OB45 淺水藍玻
8,58DY,OB14
8,58DZ,深藍色微砂
8,58E1,淺藍色微砂
8,58E2,OB41
8,58E3,OB30
8,58E4,OB26
8,59B8,B級/K-63橄欖玻(8月生日石)
8,60A1,A級/石榴石CZ(1月生日石)
8,60A4,A級/白CZ-00(4月生日石)
8,60A8,A級/ 橄欖石-00(8月生日石)
8,60AA,A級/粉紅CZ-00(10月生日石)
8,60B3,B級/ #106尖晶石-03(3月生日石)
8,60B5,B級/綠玻(K-59)(5月生日石)
8,60B6,B級/#48變色剛玉-01(6月生日石)
8,60B9,B級/ #34藍鋼玉-02(9月生日石)
8,60BC,B級/#120尖晶石-03(12月生日石)
8,61A0,A級/CREATED EMERALD
8,61A2,A級/CREATED EMERALD(C車間專用)
8,61B0,B級/CREATED EMERALD
8,61B1,B級/CREATED EMERALD(B4-B6)
8,62A0,A級/SIGNITY BLACK CZ(HSN)
8,62A1,A級/黑CZ(MACHINE CUT)
8,62A2,A級/黑CZ(手切)
8,62A4,A級/SIGNITY BLACK CZ(QVC)
8,62A5,A級/PERCIOSE BLACK CZ
8,62A8,A級/DIAMONDLITE BLACK CZ
8,62A9,A級/黑CZ TYCOON CUT
8,62AA,A級/黑CZ-HY (QVC)
8,62AB,A級/BLACK CZ (DALLOZ)
8,62B0,B級/黑CZ(手切)
8,62B1,3A黑CZ(手切)
8,62PM,促銷產品用石
8,63A0,A級/人造深色黃水晶
8,63A1,A級/人造中色金黃水晶
8,63A2,A級/人造淺色黃水晶
8,63B0,B級/人造深色黃水晶
8,63B1,B級/人造中色金黃水晶
8,63B2,B級/ 人造淺色黃水晶
8,64A0,A級/深色坦桑石#1
8,64A1,A級/中色坦桑石#2
8,64A2,A級/淺色坦桑石#3
8,64A3,A級/坦桑石(A11-A21)
8,64A4,A級/坦桑石(A17-A27)
8,64A5,A級/TANZANITE(ZALES)(A28-A30)
8,64A6,A級/坦桑石(A20-A24)
8,64A7,A級/坦桑石(A22-A27)
8,64A8,A級/坦桑石(C車間專用)
8,64A9,A級/坦桑石(A28-A30)
8,64AA,A級/坦桑石(#21-#27)
8,64AB,A級/坦桑石(#23-#27)
8,64AC,A級/坦桑石(A1-A27)
8,64B0,B級/深色坦桑石#1
8,64B1,B級/中色坦桑石#2
8,64B2,B級/淺色坦桑石#3
8,64B3,B級/AA坦桑石
8,64B4,B級/坦桑石(A1-A12)
8,64B6,AA級/坦桑石(A11-A21)
8,6800,見訂單備註
8,64BD,B級/坦桑石(A22-A27)
8,64BE,B級/坦桑石(A28-A30)
8,64BF,B級/GEN TANZANITE#27-25
8,64BG,B級/MILKY TO TRANSLUCENT
8,64BH,B級/坦桑石(#21-#27)
8,65A0,A級/馬克賽石(SIGNITY)
8,65A1,A級/馬克賽石
8,65A2,A級/SIGNITY MARCASITE(C車間專用)
8,65B0,B級/馬克賽石
8,66A0,A級/淺綠色豆青種玉
8,66A2,A級/中色豆青種玉
8,66A4,A級/混合色豆青種玉(深中淺)
8,66A5,A級/豆青種玉(#2-#6)
8,66B0,B級/淺綠色豆青種玉
8,66B2,B級/中色豆青種玉
8,66B3,B級/深色豆青種玉
8,66B4,B級/混合色豆青種玉(深中淺)
8,66B5,深中色豆青種玉(#2-#5)
8,66B6,B級/豆青種玉(#2-#6)
8,66C0,豆青種玉(PM)
8,6900,見訂單備註
8,7000,見訂單備註
8,7100,見訂單備註
8,7200,見訂單備註
8,7300,見訂單備註
8,7400,見訂單備註
8,7500,見訂單備註
8,7600,見訂單備註
8,7700,見訂單備註
8,7800,見訂單備註
8,7900,見訂單備註
8,8000,見訂單備註
8,8100,見訂單備註
8,8200,見訂單備註
8,8300,見訂單備註
8,8400,見訂單備註
8,8500,見訂單備註
8,8600,見石頭描述
8,8700,見訂單備註
8,8800,見訂單備註
8,8900,見訂單備註
8,9000,見訂單備註
8,9100,見訂單備註
8,9200,見訂單備註
8,9300,見訂單備註
8,9400,見訂單備註
8,9500,見訂單備註
8,9600,見訂單備註
8,9700,見訂單備註
8,A000,"(無意義,用於補充)"
8,A1A0,A級/深色#1
8,A1A1,A級/淺色#2
8,A1A4,A級/堇青石(A1-A28)
8,A1A5,A級/堇青石(1-35)
8,A1B0,B級/深色#1
8,A1B1,B級/淺色#2
8,A1B2,B級/堇青石(1-35)
8,A1B6,B級/堇青石(19-29)
8,A1B9,B級/堇青石(6-11)
8,A1BA,B級/GEN IOLITE #33-35
8,A1BB,B級/GEN IOLITE #18-16
8,A1BC,B級/堇青石(12-20)
8,A1BD,B級/IOLITE(20-25)
8,A2B0,B級/神密石晶(五彩色)
8,A2B1,B級/神密石晶(單彩色)
8,A2B2,B級/AZOTIC BLUE(單彩色)
8,A2B3,B級/CANARY YELLOW(單彩色)
8,A2B6,B級/DARK KIWIE(單彩色)
8,A2B8,B級/SALMON ICE(單彩色)
8,A2BB,B級/PURE PINK(單彩色)
8,A2BF,B級/EMERALD s ENVY DARK #279(單彩色)
8,A2BG,B級/神秘石晶MANGO MAGIC #266
8,A2BH,B級/神秘石晶RASPBERRY CHAMPAGNE #165
8,A2BJ,B級/神秘石晶SEA CHILD #1802
8,A2BK,B級/神秘石晶NIGHT MYST #1647
8,A2BL,B級/神秘石晶EMERALD S ENVY #109
8,A2BM,B級/神秘石晶MYSTIC UNIVERSE TOPAZ
8,A2BN,B級/神秘石晶MYSTIC 24 GLAM(#1808)
8,A2BP,B級/神秘石晶MYSTIC BLITZ(#1950)
8,A2BQ,B級/神秘石晶HOT PINK &SASSY BLUE(#459)
8,A2BR,B級/神秘石晶URBAN GLITTER #2266
8,A2BS,B級/神秘石晶MYSTIC FIRE GREEN TOPAZ(#17)
8,A2BT,MORGANITE TOPAZ #147
8,A2BU,AMETHYST ROSE TOPAZ #555
8,A2BV,WHISPERINY VIOLET TOPAZ #190
8,A2BW,LAVENDER STAR TOPAZ #130
8,A2BX,NORTHERN BLUE TOPAZ #356
8,A2BY,DROGONFLY TOPAZ #103
8,A2BZ,Azotic Blue Topaz#272
8,A2C0,神秘石晶 PURE PINK MYSTIC TOPAZ
8,A2C1,神秘石晶(GARNET #2302)
8,A2C2,神秘石晶(AMETHYST #132)
8,A2C3,神秘石晶(AQUAMARINE #47)
8,A2C4,神秘石晶(WHITE TOPAZ #520)
8,A2C5,神秘石晶(EMERAD #1901)
8,A2C6,神秘石晶(PEARL #1443)
8,A2C7,神秘石晶(RUBY #361)
8,A2C8,神秘石晶(PERIDOT #127)
8,A2C9,神秘石晶(SAPPHIRE #48)
8,A2CA,神秘石晶(OPAL #1018)
8,A2CB,神秘石晶(CITRINE #363)
8,A2CC,神秘石晶(BLUE TOPAZ #177)
8,A2CD,神秘石晶MYSTIC FIRE BLUE TOPAZ #16
8,A2CE,神秘石晶MYSTIC FIRE ROSE TOPAZ #18
8,A2CF,神秘石晶AZOTIC ECSTASY BEWITCHED TOPAZ #329
8,A2CG,神秘石晶MYSTIC BEAUTY TOPAZ #1955
8,A2CH,神秘石晶COSMIC SPOOF TOPAZ #2164
8,A2CJ,神秘石晶ARDOR TOPAZ #2169
